"(""name"",""terminology"",""code"",""term"",""code_type"",""RecordDate"",),"
"(""diabetes_drugs"",""DMD"",""13884911000001102"",""Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""703679006"",""Product containing precisely dapagliflozin propanediol 5 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""35548311000001108"",""Yaltormin SR 1000mg tablets (Wockhardt UK Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""22226111000001104"",""Gliclazide 60mg modified-release tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3263711000001109"",""Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""363211000001102"",""Glucophage 500mg tablets (Merck Pharmaceuticals) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""325262005"",""Product containing precisely glimepiride 3 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""12144611000001100"",""Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""10750111000001100"",""Metformin 500mg/5ml oral solution sugar free (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""23637211000001102"",""Alogliptin 12.5mg / Metformin 1g tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""400877001"",""Insulin glargine 100units/mL injection solution 3mL prefilled disposable injection device (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""26209611000001109"",""NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges (Novo Nordisk Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3261411000001102"",""Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3264211000001104"",""Humulin Isophane 100units/ml suspension for injection 3ml cartridges (Eli Lilly & Co Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3275711000001100"",""Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Eli Lilly & Co Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""21609811000001108"",""Forxiga 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""13412911000001100"",""Vildagliptin 50mg tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""21245011000001106"",""Linagliptin 2.5mg / Metformin 1g tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""21931911000001108"",""Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""21928511000001109"",""Tresiba Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""23637511000001104"",""Alogliptin 6.25mg tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""28461011000001109"",""Trulicity 0.75mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""34043011000001106"",""Fiasp FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""443067000"",""Product containing precisely saxagliptin 2.5 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""19570211000001106"",""NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""21994811000001105"",""Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""28789611000001108"",""Dulaglutide 0.75mg/0.5ml solution for injection pre-filled disposable devices (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""13413011000001108"",""Metformin 1g / Vildagliptin 50mg tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3280111000001104"",""Humalog 100units/ml solution for injection 10ml vials (Eli Lilly & Co Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""11494111000001102"",""Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""19354411000001104"",""Insuman Basal 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""24054611000001100"",""Dapagliflozin 5mg / Metformin 1g tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""21939611000001101"",""Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""325243007"",""Product containing precisely glipizide 5 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""419873003"",""Product containing precisely metformin hydrochloride 850 milligram and pioglitazone (as pioglitazone hydrochloride) 15 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""30318111000001109"",""Empagliflozin 12.5mg / Metformin 1g tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""17060511000001108"",""Janumet 50mg/1000mg tablets (Merck Sharp & Dohme Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""34043211000001101"",""Fiasp Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""400780006"",""Insulin glargine 100units/mL injection solution 3mL cartridge (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3311311000001101"",""Humulin S 100units/ml solution for injection 3ml cartridges (Eli Lilly & Co Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""28926811000001100"",""Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""28054311000001106"",""Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""10344911000001108"",""Humalog Mix50 100units/ml suspension for injection 3ml cartridges (Eli Lilly & Co Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""28426011000001108"",""Bydureon 2mg powder and solvent for prolonged-release suspension for injection pre-filled pens (AstraZeneca UK Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""326037007"",""Product containing precisely acarbose 50 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""18150311000001109"",""Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""326049008"",""Product containing precisely repaglinide 2 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""882811000001109"",""Metformin 500mg tablets (Alpharma Limited) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""13748611000001107"",""Glucophage SR 750mg tablets (Merck Serono Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""326048000"",""Product containing precisely repaglinide 1 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""325267004"",""Product containing precisely tolbutamide 500 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""30318311000001106"",""Empagliflozin 5mg / Metformin 1g tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""7594211000001102"",""Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""28440211000001102"",""Exenatide 2mg powder and solvent for suspension for injection pre-filled disposable devices (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""326047005"",""Product containing precisely repaglinide 500 microgram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""34043411000001102"",""Fiasp 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""36911311000001101"",""Toujeo 300units/ml solution for injection 3ml pre-filled DoubleStar pens (Sanofi) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""7597611000001106"",""Insulin detemir 100units/ml solution for injection 3ml cartridges (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""378911000001109"",""Gliclazide 80mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3274811000001107"",""Humulin M3 100units/ml suspension for injection 10ml vials (Eli Lilly & Co Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""30172211000001102"",""Abasaglar 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""23636311000001107"",""Vipidia 25mg tablets (Takeda UK Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3287911000001100"",""Lantus 100units/ml solution for injection 10ml vials (Aventis Pharma) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3661311000001107"",""Diamicron 30mg MR tablets (Servier Laboratories Limited) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""21939511000001100"",""Insulin degludec 100units/ml solution for injection 3ml cartridges (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""28049211000001101"",""Canagliflozin 50mg / Metformin 1g tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""19492811000001108"",""Trajenta 5mg tablets (Boehringer Ingelheim Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""889611000001103"",""Metformin 500mg tablets (Approved Prescription Services) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""18141911000001101"",""Metabet SR 500mg tablets (Morningside Healthcare Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3256111000001105"",""Insulatard ge 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3468611000001108"",""Insulin aspart 100units/ml solution for injection 3ml cartridges (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""21711411000001100"",""Saxagliptin 2.5mg / Metformin 1g tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""21245111000001107"",""Linagliptin 2.5mg / Metformin 850mg tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""36047711000001107"",""Insulin lispro 100units/ml solution for injection 3ml cartridges (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""9528311000001103"",""Apidra 100units/ml solution for injection 3ml cartridges (sanofi-aventis) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""35548011000001105"",""Yaltormin SR 750mg tablets (Wockhardt UK Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""13413111000001109"",""Metformin 850mg / Vildagliptin 50mg tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""11473711000001108"",""Januvia 100mg tablets (Merck Sharp & Dohme Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""326038002"",""Product containing precisely acarbose 100 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3255911000001101"",""Humulin Isophane 100units/ml suspension for injection 10ml vials (Eli Lilly & Co Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""21939711000001105"",""Insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""36082811000001107"",""Semglee 100units/ml solution for injection 3ml pre-filled pens (Mylan) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""11148111000001101"",""Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""14183911000001108"",""Bolamyn SR 500mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""325219009"",""Product containing precisely glibenclamide 5 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""498911000001107"",""Gliclazide 80mg tablets (Alpharma Limited) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""25238811000001107"",""Jardiance 10mg tablets (Boehringer Ingelheim Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""24088611000001101"",""Invokana 100mg tablets (Janssen-Cilag Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3312111000001108"",""Actrapid 100units/ml solution for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""11494611000001105"",""Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens (AstraZeneca UK Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""9528811000001107"",""Apidra 100units/ml solution for injection 10ml vials (sanofi-aventis) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""24088311000001106"",""Invokana 300mg tablets (Janssen-Cilag Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""33550811000001105"",""Metformin 1g/5ml oral solution sugar free (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""30982411000001107"",""Bilxona 30mg modified-release tablets (Accord Healthcare Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""21609511000001105"",""Forxiga 5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""21941011000001105"",""Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""29903611000001103"",""Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""36047611000001103"",""Insulin lispro 100units/ml solution for injection 10ml vials (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""25239711000001108"",""Jardiance 25mg tablets (Boehringer Ingelheim Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""11494211000001108"",""Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""365111000001109"",""Glucophage 850mg tablets (Merck Pharmaceuticals) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""325218001"",""Product containing precisely glibenclamide 2.5 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""24054711000001109"",""Dapagliflozin 5mg / Metformin 850mg tablets (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3468711000001104"",""Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""134610002"",""Product containing precisely nateglinide 60 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3272411000001103"",""Insuman Comb 50 100units/ml suspension for injection 3ml cartridges (Aventis Pharma) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""34823611000001100"",""Gliclazide 40mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""23632611000001103"",""Vipdomet 12.5mg/1000mg tablets (Takeda UK Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""36047011000001105"",""Insulin aspart 100units/ml solution for injection 10ml vials (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""30763311000001100"",""Metformin 500mg modified-release tablets (Almus Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""36047811000001104"",""Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""18885611000001108"",""Metabet SR 1000mg tablets (Morningside Healthcare Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3285011000001106"",""Hypurin Porcine Neutral 100units/ml solution for injection 10ml vials (C P Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""36047111000001106"",""Insulin glargine 100units/ml solution for injection 10ml vials (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""3312611000001100"",""Humulin S 100units/ml solution for injection 10ml vials (Eli Lilly & Co Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""202611000001102"",""Metformin 500mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""4034911000001109"",""Hypurin Porcine Neutral 100units/ml suspension for injection 3ml cartridges (C P Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""diabetes_drugs"",""DMD"",""10922311000001108"",""Competact 15mg/850mg tablets (Takeda UK Ltd) (product)"",""1"",""20210127"",),"
